month,policeprecinct,requesttype,n
2024-09,CENTRAL,Electronic Waste,19
2024-09,CENTRAL,Graffiti Removal,1710
2024-09,CENTRAL,Homeless Encampment,280
2024-09,CENTRAL,Illegal Dumping Pickup,141
2024-09,CENTRAL,Metal/Household Appliances,59
2024-09,CENTRAL,Multiple Streetlight Issue,101
2024-09,CENTRAL,Single Streetlight Issue,50
2024-09,DEVONSHIRE,Bulky Items,3837
2024-09,DEVONSHIRE,Dead Animal Removal,203
2024-09,DEVONSHIRE,Electronic Waste,215
2024-09,DEVONSHIRE,Graffiti Removal,665
2024-09,DEVONSHIRE,Homeless Encampment,256
2024-09,DEVONSHIRE,Illegal Dumping Pickup,447
2024-09,DEVONSHIRE,Metal/Household Appliances,855
2024-09,DEVONSHIRE,Multiple Streetlight Issue,92
2024-09,DEVONSHIRE,Single Streetlight Issue,70
2024-09,FOOTHILL,Bulky Items,3394
2024-09,FOOTHILL,Dead Animal Removal,145
2024-09,FOOTHILL,Electronic Waste,195
2024-09,FOOTHILL,Graffiti Removal,822
2024-09,FOOTHILL,Homeless Encampment,444
2024-09,FOOTHILL,Illegal Dumping Pickup,885
2024-09,FOOTHILL,Metal/Household Appliances,477
2024-09,FOOTHILL,Multiple Streetlight Issue,156
2024-09,FOOTHILL,Single Streetlight Issue,129
2024-09,HARBOR,Bulky Items,2881
2024-09,HARBOR,Dead Animal Removal,196
2024-09,HARBOR,Electronic Waste,173
2024-09,HARBOR,Graffiti Removal,1394
2024-09,HARBOR,Homeless Encampment,120
2024-09,HARBOR,Illegal Dumping Pickup,373
2024-09,HARBOR,Metal/Household Appliances,725
2024-09,HARBOR,Multiple Streetlight Issue,52
2024-09,HARBOR,Single Streetlight Issue,25
2024-09,HOLLENBECK,Bulky Items,2360
2024-09,HOLLENBECK,Dead Animal Removal,132
2024-09,HOLLENBECK,Electronic Waste,157
2024-09,HOLLENBECK,Graffiti Removal,2700
2024-09,HOLLENBECK,Homeless Encampment,305
2024-09,HOLLENBECK,Illegal Dumping Pickup,388
2024-09,HOLLENBECK,Metal/Household Appliances,343
2024-09,HOLLENBECK,Multiple Streetlight Issue,156
2024-09,HOLLENBECK,Single Streetlight Issue,73
2024-09,HOLLYWOOD,Bulky Items,2136
2024-09,HOLLYWOOD,Dead Animal Removal,41
2024-09,HOLLYWOOD,Electronic Waste,111
2024-09,HOLLYWOOD,Graffiti Removal,1237
2024-09,HOLLYWOOD,Homeless Encampment,322
2024-09,HOLLYWOOD,Illegal Dumping Pickup,324
2024-09,HOLLYWOOD,Metal/Household Appliances,338
2024-09,HOLLYWOOD,Multiple Streetlight Issue,41
2024-09,HOLLYWOOD,Single Streetlight Issue,116
2024-09,MISSION,Bulky Items,3676
2024-09,MISSION,Dead Animal Removal,206
2024-09,MISSION,Electronic Waste,217
2024-09,MISSION,Graffiti Removal,2151
2024-09,MISSION,Homeless Encampment,336
2024-09,MISSION,Illegal Dumping Pickup,788
2024-09,MISSION,Metal/Household Appliances,571
2024-09,MISSION,Multiple Streetlight Issue,239
2024-09,MISSION,Single Streetlight Issue,141
2024-09,NEWTON,Bulky Items,1854
2024-09,NEWTON,Dead Animal Removal,163
2024-09,NEWTON,Electronic Waste,79
2024-09,NEWTON,Graffiti Removal,1424
2024-09,NEWTON,Homeless Encampment,476
2024-09,NEWTON,Illegal Dumping Pickup,660
2024-09,NEWTON,Metal/Household Appliances,251
2024-09,NEWTON,Multiple Streetlight Issue,66
2024-09,NEWTON,Single Streetlight Issue,62
2024-09,NORTH HOLLYWOOD,Bulky Items,3688
2024-09,NORTH HOLLYWOOD,Dead Animal Removal,137
2024-09,NORTH HOLLYWOOD,Electronic Waste,212
2024-09,NORTH HOLLYWOOD,Graffiti Removal,1044
2024-09,NORTH HOLLYWOOD,Homeless Encampment,619
2024-09,NORTH HOLLYWOOD,Illegal Dumping Pickup,493
2024-09,NORTH HOLLYWOOD,Metal/Household Appliances,578
2024-09,NORTH HOLLYWOOD,Multiple Streetlight Issue,56
2024-09,NORTH HOLLYWOOD,Single Streetlight Issue,50
2024-09,NORTHEAST,Bulky Items,4011
2024-09,NORTHEAST,Dead Animal Removal,153
2024-09,NORTHEAST,Electronic Waste,272
2024-09,NORTHEAST,Graffiti Removal,1146
2024-09,NORTHEAST,Homeless Encampment,332
2024-09,NORTHEAST,Illegal Dumping Pickup,442
2024-09,NORTHEAST,Metal/Household Appliances,758
2024-09,NORTHEAST,Multiple Streetlight Issue,78
2024-09,NORTHEAST,Single Streetlight Issue,72
2024-09,OLYMPIC,Bulky Items,2305
2024-09,OLYMPIC,Dead Animal Removal,61
2024-09,OLYMPIC,Electronic Waste,102
2024-09,OLYMPIC,Graffiti Removal,1699
2024-09,OLYMPIC,Homeless Encampment,554
2024-09,OLYMPIC,Illegal Dumping Pickup,365
2024-09,OLYMPIC,Metal/Household Appliances,328
2024-09,OLYMPIC,Multiple Streetlight Issue,161
2024-09,OLYMPIC,Single Streetlight Issue,120
2024-09,PACIFIC,Bulky Items,3023
2024-09,PACIFIC,Dead Animal Removal,147
2024-09,PACIFIC,Electronic Waste,178
2024-09,PACIFIC,Graffiti Removal,987
2024-09,PACIFIC,Homeless Encampment,524
2024-09,PACIFIC,Illegal Dumping Pickup,294
2024-09,PACIFIC,Metal/Household Appliances,586
2024-09,PACIFIC,Multiple Streetlight Issue,46
2024-09,PACIFIC,Single Streetlight Issue,69
2024-09,RAMPART,Bulky Items,1849
2024-09,RAMPART,Dead Animal Removal,60
2024-09,RAMPART,Electronic Waste,87
2024-09,RAMPART,Graffiti Removal,2784
2024-09,RAMPART,Homeless Encampment,1038
2024-09,RAMPART,Illegal Dumping Pickup,390
2024-09,RAMPART,Metal/Household Appliances,293
2024-09,RAMPART,Multiple Streetlight Issue,193
2024-09,RAMPART,Single Streetlight Issue,118
2024-09,SOUTHEAST,Bulky Items,2065
2024-09,SOUTHEAST,Dead Animal Removal,199
2024-09,SOUTHEAST,Electronic Waste,90
2024-09,SOUTHEAST,Graffiti Removal,1300
2024-09,SOUTHEAST,Homeless Encampment,212
2024-09,SOUTHEAST,Illegal Dumping Pickup,782
2024-09,SOUTHEAST,Metal/Household Appliances,287
2024-09,SOUTHEAST,Multiple Streetlight Issue,82
2024-09,SOUTHEAST,Single Streetlight Issue,78
2024-09,SOUTHWEST,Bulky Items,3329
2024-09,SOUTHWEST,Dead Animal Removal,166
2024-09,SOUTHWEST,Electronic Waste,175
2024-09,SOUTHWEST,Graffiti Removal,920
2024-09,SOUTHWEST,Homeless Encampment,190
2024-09,SOUTHWEST,Illegal Dumping Pickup,913
2024-09,SOUTHWEST,Metal/Household Appliances,511
2024-09,SOUTHWEST,Multiple Streetlight Issue,142
2024-09,SOUTHWEST,Single Streetlight Issue,80
2024-09,TOPANGA,Bulky Items,3005
2024-09,TOPANGA,Dead Animal Removal,162
2024-09,TOPANGA,Electronic Waste,163
2024-09,TOPANGA,Graffiti Removal,384
2024-09,TOPANGA,Homeless Encampment,429
2024-09,TOPANGA,Illegal Dumping Pickup,325
2024-09,TOPANGA,Metal/Household Appliances,621
2024-09,TOPANGA,Multiple Streetlight Issue,91
2024-09,TOPANGA,Single Streetlight Issue,86
2024-09,VAN NUYS,Bulky Items,3118
2024-09,VAN NUYS,Dead Animal Removal,127
2024-09,VAN NUYS,Electronic Waste,142
2024-09,VAN NUYS,Graffiti Removal,1019
2024-09,VAN NUYS,Homeless Encampment,405
2024-09,VAN NUYS,Illegal Dumping Pickup,478
2024-09,VAN NUYS,Metal/Household Appliances,501
2024-09,VAN NUYS,Multiple Streetlight Issue,54
2024-09,VAN NUYS,Single Streetlight Issue,95
2024-09,WEST LOS ANGELES,Bulky Items,3147
2024-09,WEST LOS ANGELES,Dead Animal Removal,182
2024-09,WEST LOS ANGELES,Electronic Waste,177
2024-09,WEST LOS ANGELES,Graffiti Removal,596
2024-09,WEST LOS ANGELES,Homeless Encampment,520
2024-09,WEST LOS ANGELES,Illegal Dumping Pickup,331
2024-09,WEST LOS ANGELES,Metal/Household Appliances,676
2024-09,WEST LOS ANGELES,Multiple Streetlight Issue,124
2024-09,WEST LOS ANGELES,Single Streetlight Issue,103
2024-09,WEST VALLEY,Bulky Items,3252
2024-09,WEST VALLEY,Dead Animal Removal,156
2024-09,WEST VALLEY,Electronic Waste,184
2024-09,WEST VALLEY,Graffiti Removal,1021
2024-09,WEST VALLEY,Homeless Encampment,334
2024-09,WEST VALLEY,Illegal Dumping Pickup,632
2024-09,WEST VALLEY,Metal/Household Appliances,600
2024-09,WEST VALLEY,Multiple Streetlight Issue,78
2024-09,WEST VALLEY,Single Streetlight Issue,90
2024-09,WILSHIRE,Bulky Items,2538
2024-09,WILSHIRE,Dead Animal Removal,123
2024-09,WILSHIRE,Electronic Waste,151
2024-09,WILSHIRE,Graffiti Removal,876
2024-09,WILSHIRE,Homeless Encampment,236
2024-09,WILSHIRE,Illegal Dumping Pickup,344
2024-09,WILSHIRE,Metal/Household Appliances,485
2024-09,WILSHIRE,Multiple Streetlight Issue,94
2024-09,WILSHIRE,Single Streetlight Issue,130
2024-10,77TH STREET,Bulky Items,3330
2024-10,77TH STREET,Dead Animal Removal,254
2024-10,77TH STREET,Electronic Waste,185
2024-10,77TH STREET,Graffiti Removal,1228
2024-10,77TH STREET,Homeless Encampment,346
2024-10,77TH STREET,Illegal Dumping Pickup,1096
2024-10,77TH STREET,Metal/Household Appliances,590
2024-10,77TH STREET,Multiple Streetlight Issue,141
2024-10,77TH STREET,Single Streetlight Issue,86
2024-10,CENTRAL,Bulky Items,388
2024-10,CENTRAL,Dead Animal Removal,36
2024-10,CENTRAL,Electronic Waste,18
2024-10,CENTRAL,Graffiti Removal,2046
2024-10,CENTRAL,Homeless Encampment,131
2024-10,CENTRAL,Illegal Dumping Pickup,154
2024-10,CENTRAL,Metal/Household Appliances,54
2024-10,CENTRAL,Multiple Streetlight Issue,152
2024-10,CENTRAL,Single Streetlight Issue,66
2024-10,DEVONSHIRE,Bulky Items,3585
2024-10,DEVONSHIRE,Dead Animal Removal,207
2024-10,DEVONSHIRE,Electronic Waste,244
2024-10,DEVONSHIRE,Graffiti Removal,679
2024-10,DEVONSHIRE,Homeless Encampment,268
2024-10,DEVONSHIRE,Illegal Dumping Pickup,428
2024-10,DEVONSHIRE,Metal/Household Appliances,752
2024-10,DEVONSHIRE,Multiple Streetlight Issue,185
2024-10,DEVONSHIRE,Single Streetlight Issue,104
2024-10,FOOTHILL,Bulky Items,3373
2024-10,FOOTHILL,Dead Animal Removal,155
2024-10,FOOTHILL,Electronic Waste,220
2024-10,FOOTHILL,Graffiti Removal,748
2024-10,FOOTHILL,Homeless Encampment,443
2024-10,FOOTHILL,Illegal Dumping Pickup,1008
2024-10,FOOTHILL,Metal/Household Appliances,447
2024-10,FOOTHILL,Multiple Streetlight Issue,130
2024-10,FOOTHILL,Single Streetlight Issue,83
2024-10,HARBOR,Bulky Items,2873
2024-10,HARBOR,Dead Animal Removal,142
2024-10,HARBOR,Electronic Waste,195
2024-10,HARBOR,Graffiti Removal,1404
2024-10,HARBOR,Homeless Encampment,93
2024-10,HARBOR,Illegal Dumping Pickup,447
2024-10,HARBOR,Metal/Household Appliances,701
2024-10,HARBOR,Multiple Streetlight Issue,44
2024-10,HARBOR,Single Streetlight Issue,50
2024-10,HOLLENBECK,Bulky Items,2176
2024-10,HOLLENBECK,Dead Animal Removal,124
2024-10,HOLLENBECK,Electronic Waste,154
2024-10,HOLLENBECK,Graffiti Removal,3134
2024-10,HOLLENBECK,Homeless Encampment,298
2024-10,HOLLENBECK,Illegal Dumping Pickup,393
2024-10,HOLLENBECK,Metal/Household Appliances,310
2024-10,HOLLENBECK,Multiple Streetlight Issue,231
2024-10,HOLLENBECK,Single Streetlight Issue,110
2024-10,HOLLYWOOD,Bulky Items,2081
2024-10,HOLLYWOOD,Dead Animal Removal,50
2024-10,HOLLYWOOD,Electronic Waste,138
2024-10,HOLLYWOOD,Graffiti Removal,1246
2024-10,HOLLYWOOD,Homeless Encampment,332
2024-10,HOLLYWOOD,Illegal Dumping Pickup,361
2024-10,HOLLYWOOD,Metal/Household Appliances,379
2024-10,HOLLYWOOD,Multiple Streetlight Issue,58
2024-10,HOLLYWOOD,Single Streetlight Issue,73
2024-10,MISSION,Bulky Items,3412
2024-10,MISSION,Dead Animal Removal,174
2024-10,MISSION,Electronic Waste,203
2024-10,MISSION,Graffiti Removal,1780
2024-10,MISSION,Homeless Encampment,395
2024-10,MISSION,Illegal Dumping Pickup,739
2024-10,MISSION,Metal/Household Appliances,546
2024-10,MISSION,Multiple Streetlight Issue,259
2024-10,MISSION,Single Streetlight Issue,140
2024-10,NEWTON,Bulky Items,1749
2024-10,NEWTON,Dead Animal Removal,166
2024-10,NEWTON,Electronic Waste,102
2024-10,NEWTON,Graffiti Removal,1724
2024-10,NEWTON,Homeless Encampment,627
2024-10,NEWTON,Illegal Dumping Pickup,682
2024-10,NEWTON,Metal/Household Appliances,229
2024-10,NEWTON,Multiple Streetlight Issue,97
2024-10,NEWTON,Single Streetlight Issue,82
2024-10,NORTH HOLLYWOOD,Bulky Items,3413
2024-10,NORTH HOLLYWOOD,Dead Animal Removal,150
2024-10,NORTH HOLLYWOOD,Electronic Waste,194
2024-10,NORTH HOLLYWOOD,Graffiti Removal,1320
2024-10,NORTH HOLLYWOOD,Homeless Encampment,555
2024-10,NORTH HOLLYWOOD,Illegal Dumping Pickup,499
2024-10,NORTH HOLLYWOOD,Metal/Household Appliances,532
2024-10,NORTH HOLLYWOOD,Multiple Streetlight Issue,75
2024-10,NORTH HOLLYWOOD,Single Streetlight Issue,60
2024-10,NORTHEAST,Bulky Items,3564
2024-10,NORTHEAST,Dead Animal Removal,143
2024-10,NORTHEAST,Electronic Waste,275
2024-10,NORTHEAST,Graffiti Removal,1284
2024-10,NORTHEAST,Homeless Encampment,338
2024-10,NORTHEAST,Illegal Dumping Pickup,439
2024-10,NORTHEAST,Metal/Household Appliances,660
2024-10,NORTHEAST,Multiple Streetlight Issue,86
2024-10,NORTHEAST,Single Streetlight Issue,65
2024-10,OLYMPIC,Bulky Items,2454
2024-10,OLYMPIC,Dead Animal Removal,85
2024-10,OLYMPIC,Electronic Waste,123
2024-10,OLYMPIC,Graffiti Removal,1851
2024-10,OLYMPIC,Homeless Encampment,525
2024-10,OLYMPIC,Illegal Dumping Pickup,432
2024-10,OLYMPIC,Metal/Household Appliances,303
2024-10,OLYMPIC,Multiple Streetlight Issue,188
2024-10,OLYMPIC,Single Streetlight Issue,107
2024-10,PACIFIC,Bulky Items,2921
2024-10,PACIFIC,Dead Animal Removal,150
2024-10,PACIFIC,Electronic Waste,151
2024-10,PACIFIC,Graffiti Removal,649
2024-10,PACIFIC,Homeless Encampment,426
2024-10,PACIFIC,Illegal Dumping Pickup,290
2024-10,PACIFIC,Metal/Household Appliances,544
2024-10,PACIFIC,Multiple Streetlight Issue,56
2024-10,PACIFIC,Single Streetlight Issue,54
2024-10,RAMPART,Bulky Items,1780
2024-10,RAMPART,Dead Animal Removal,77
2024-10,RAMPART,Electronic Waste,81
2024-10,RAMPART,Graffiti Removal,2192
2024-10,RAMPART,Homeless Encampment,489
2024-10,RAMPART,Illegal Dumping Pickup,353
2024-10,RAMPART,Metal/Household Appliances,220
2024-10,RAMPART,Multiple Streetlight Issue,354
2024-10,RAMPART,Single Streetlight Issue,99
2024-10,SOUTHEAST,Bulky Items,2036
2024-10,SOUTHEAST,Dead Animal Removal,162
2024-10,SOUTHEAST,Electronic Waste,115
2024-10,SOUTHEAST,Graffiti Removal,1426
2024-10,SOUTHEAST,Homeless Encampment,191
2024-10,SOUTHEAST,Illegal Dumping Pickup,790
2024-10,SOUTHEAST,Metal/Household Appliances,314
2024-10,SOUTHEAST,Multiple Streetlight Issue,108
2024-10,SOUTHEAST,Single Streetlight Issue,75
2024-10,SOUTHWEST,Bulky Items,2788
2024-10,SOUTHWEST,Dead Animal Removal,155
2024-10,SOUTHWEST,Electronic Waste,165
2024-10,SOUTHWEST,Graffiti Removal,861
2024-10,SOUTHWEST,Homeless Encampment,182
2024-10,SOUTHWEST,Illegal Dumping Pickup,736
2024-10,SOUTHWEST,Metal/Household Appliances,444
2024-10,SOUTHWEST,Multiple Streetlight Issue,255
2024-10,SOUTHWEST,Single Streetlight Issue,97
2024-10,TOPANGA,Bulky Items,3077
2024-10,TOPANGA,Dead Animal Removal,123
2024-10,TOPANGA,Electronic Waste,199
2024-10,TOPANGA,Graffiti Removal,428
2024-10,TOPANGA,Homeless Encampment,503
2024-10,TOPANGA,Illegal Dumping Pickup,346
2024-10,TOPANGA,Metal/Household Appliances,664
2024-10,TOPANGA,Multiple Streetlight Issue,103
2024-10,TOPANGA,Single Streetlight Issue,112
2024-10,VAN NUYS,Bulky Items,2975
2024-10,VAN NUYS,Dead Animal Removal,125
2024-10,VAN NUYS,Electronic Waste,132
2024-10,VAN NUYS,Graffiti Removal,827
2024-10,VAN NUYS,Homeless Encampment,265
2024-10,VAN NUYS,Illegal Dumping Pickup,569
2024-10,VAN NUYS,Metal/Household Appliances,442
2024-10,VAN NUYS,Multiple Streetlight Issue,60
2024-10,VAN NUYS,Single Streetlight Issue,52
2024-10,WEST LOS ANGELES,Bulky Items,2832
2024-10,WEST LOS ANGELES,Dead Animal Removal,124
2024-10,WEST LOS ANGELES,Electronic Waste,182
2024-10,WEST LOS ANGELES,Graffiti Removal,420
2024-10,WEST LOS ANGELES,Homeless Encampment,490
2024-10,WEST LOS ANGELES,Illegal Dumping Pickup,289
2024-10,WEST LOS ANGELES,Metal/Household Appliances,613
2024-10,WEST LOS ANGELES,Multiple Streetlight Issue,148
2024-10,WEST LOS ANGELES,Single Streetlight Issue,109
2024-10,WEST VALLEY,Bulky Items,3148
2024-10,WEST VALLEY,Dead Animal Removal,129
2024-10,WEST VALLEY,Electronic Waste,171
2024-10,WEST VALLEY,Graffiti Removal,1131
2024-10,WEST VALLEY,Homeless Encampment,301
2024-10,WEST VALLEY,Illegal Dumping Pickup,592
2024-10,WEST VALLEY,Metal/Household Appliances,542
2024-10,WEST VALLEY,Multiple Streetlight Issue,139
2024-10,WEST VALLEY,Single Streetlight Issue,107
2024-10,WILSHIRE,Bulky Items,2435
2024-10,WILSHIRE,Dead Animal Removal,145
2024-10,WILSHIRE,Electronic Waste,152
2024-10,WILSHIRE,Graffiti Removal,711
2024-10,WILSHIRE,Homeless Encampment,275
2024-10,WILSHIRE,Illegal Dumping Pickup,354
2024-10,WILSHIRE,Metal/Household Appliances,443
2024-10,WILSHIRE,Multiple Streetlight Issue,221
2024-10,WILSHIRE,Single Streetlight Issue,123
2024-11,77TH STREET,Bulky Items,2712
2024-11,77TH STREET,Dead Animal Removal,219
2024-11,77TH STREET,Electronic Waste,163
2024-11,77TH STREET,Graffiti Removal,774
2024-11,77TH STREET,Homeless Encampment,188
2024-11,77TH STREET,Illegal Dumping Pickup,938
2024-11,77TH STREET,Metal/Household Appliances,435
2024-11,77TH STREET,Multiple Streetlight Issue,133
2024-11,77TH STREET,Single Streetlight Issue,99
2024-11,CENTRAL,Bulky Items,306
2024-11,CENTRAL,Dead Animal Removal,22
2024-11,CENTRAL,Electronic Waste,15
2024-11,CENTRAL,Graffiti Removal,1842
2024-11,CENTRAL,Homeless Encampment,85
2024-11,CENTRAL,Illegal Dumping Pickup,101
2024-11,CENTRAL,Metal/Household Appliances,53
2024-11,CENTRAL,Multiple Streetlight Issue,79
2024-11,CENTRAL,Single Streetlight Issue,65
2024-11,DEVONSHIRE,Bulky Items,3344
2024-11,DEVONSHIRE,Dead Animal Removal,131
2024-11,DEVONSHIRE,Electronic Waste,201
2024-11,DEVONSHIRE,Graffiti Removal,657
2024-11,DEVONSHIRE,Homeless Encampment,167
2024-11,DEVONSHIRE,Illegal Dumping Pickup,385
2024-11,DEVONSHIRE,Metal/Household Appliances,693
2024-11,DEVONSHIRE,Multiple Streetlight Issue,150
2024-11,DEVONSHIRE,Single Streetlight Issue,202
2024-11,FOOTHILL,Bulky Items,2764
2024-11,FOOTHILL,Dead Animal Removal,134
2024-11,FOOTHILL,Electronic Waste,211
2024-11,FOOTHILL,Graffiti Removal,599
2024-11,FOOTHILL,Homeless Encampment,308
2024-11,FOOTHILL,Illegal Dumping Pickup,756
2024-11,FOOTHILL,Metal/Household Appliances,406
2024-11,FOOTHILL,Multiple Streetlight Issue,147
2024-11,FOOTHILL,Single Streetlight Issue,84
2024-11,HARBOR,Bulky Items,2388
2024-11,HARBOR,Dead Animal Removal,103
2024-11,HARBOR,Electronic Waste,190
2024-11,HARBOR,Graffiti Removal,1000
2024-11,HARBOR,Homeless Encampment,66
2024-11,HARBOR,Illegal Dumping Pickup,385
2024-11,HARBOR,Metal/Household Appliances,554
2024-11,HARBOR,Multiple Streetlight Issue,38
2024-11,HARBOR,Single Streetlight Issue,29
2024-11,HOLLENBECK,Bulky Items,2151
2024-11,HOLLENBECK,Dead Animal Removal,84
2024-11,HOLLENBECK,Electronic Waste,173
2024-11,HOLLENBECK,Graffiti Removal,3230
2024-11,HOLLENBECK,Homeless Encampment,238
2024-11,HOLLENBECK,Illegal Dumping Pickup,418
2024-11,HOLLENBECK,Metal/Household Appliances,299
2024-11,HOLLENBECK,Multiple Streetlight Issue,225
2024-11,HOLLENBECK,Single Streetlight Issue,68
2024-11,HOLLYWOOD,Bulky Items,1709
2024-11,HOLLYWOOD,Dead Animal Removal,34
2024-11,HOLLYWOOD,Electronic Waste,95
2024-11,HOLLYWOOD,Graffiti Removal,1334
2024-11,HOLLYWOOD,Homeless Encampment,257
2024-11,HOLLYWOOD,Illegal Dumping Pickup,322
2024-11,HOLLYWOOD,Metal/Household Appliances,286
2024-11,HOLLYWOOD,Multiple Streetlight Issue,131
2024-11,HOLLYWOOD,Single Streetlight Issue,147
2024-11,MISSION,Bulky Items,3044
2024-11,MISSION,Dead Animal Removal,164
2024-11,MISSION,Electronic Waste,178
2024-11,MISSION,Graffiti Removal,2037
2024-11,MISSION,Homeless Encampment,277
2024-11,MISSION,Illegal Dumping Pickup,549
2024-11,MISSION,Metal/Household Appliances,468
2024-11,MISSION,Multiple Streetlight Issue,180
2024-11,MISSION,Single Streetlight Issue,141
2024-11,NEWTON,Bulky Items,1389
2024-11,NEWTON,Dead Animal Removal,133
2024-11,NEWTON,Electronic Waste,76
2024-11,NEWTON,Graffiti Removal,1395
2024-11,NEWTON,Homeless Encampment,361
2024-11,NEWTON,Illegal Dumping Pickup,619
2024-11,NEWTON,Metal/Household Appliances,231
2024-11,NEWTON,Multiple Streetlight Issue,98
2024-11,NEWTON,Single Streetlight Issue,136
2024-11,NORTH HOLLYWOOD,Bulky Items,2943
2024-11,NORTH HOLLYWOOD,Dead Animal Removal,124
2024-11,NORTH HOLLYWOOD,Electronic Waste,183
2024-11,NORTH HOLLYWOOD,Graffiti Removal,864
2024-11,NORTH HOLLYWOOD,Homeless Encampment,480
2024-11,NORTH HOLLYWOOD,Illegal Dumping Pickup,501
2024-11,NORTH HOLLYWOOD,Metal/Household Appliances,444
2024-11,NORTH HOLLYWOOD,Multiple Streetlight Issue,90
2024-11,NORTH HOLLYWOOD,Single Streetlight Issue,87
2024-11,NORTHEAST,Bulky Items,3506
2024-11,NORTHEAST,Dead Animal Removal,108
2024-11,NORTHEAST,Electronic Waste,269
2024-11,NORTHEAST,Graffiti Removal,1153
2024-11,NORTHEAST,Homeless Encampment,319
2024-11,NORTHEAST,Illegal Dumping Pickup,412
2024-11,NORTHEAST,Metal/Household Appliances,648
2024-11,NORTHEAST,Multiple Streetlight Issue,102
2024-11,NORTHEAST,Single Streetlight Issue,74
2024-11,OLYMPIC,Bulky Items,1859
2024-11,OLYMPIC,Dead Animal Removal,41
2024-11,OLYMPIC,Electronic Waste,107
2024-11,OLYMPIC,Graffiti Removal,1732
2024-11,OLYMPIC,Homeless Encampment,395
2024-11,OLYMPIC,Illegal Dumping Pickup,308
2024-11,OLYMPIC,Metal/Household Appliances,239
2024-11,OLYMPIC,Multiple Streetlight Issue,244
2024-11,OLYMPIC,Single Streetlight Issue,134
2024-11,PACIFIC,Bulky Items,2571
2024-11,PACIFIC,Dead Animal Removal,106
2024-11,PACIFIC,Electronic Waste,162
2024-11,PACIFIC,Graffiti Removal,1008
2024-11,PACIFIC,Homeless Encampment,320
2024-11,PACIFIC,Illegal Dumping Pickup,238
2024-11,PACIFIC,Metal/Household Appliances,528
2024-11,PACIFIC,Multiple Streetlight Issue,45
2024-11,PACIFIC,Single Streetlight Issue,38
2024-11,RAMPART,Bulky Items,1465
2024-11,RAMPART,Dead Animal Removal,42
2024-11,RAMPART,Electronic Waste,89
2024-11,RAMPART,Graffiti Removal,2053
2024-11,RAMPART,Homeless Encampment,462
2024-11,RAMPART,Illegal Dumping Pickup,338
2024-11,RAMPART,Metal/Household Appliances,191
2024-11,RAMPART,Multiple Streetlight Issue,393
2024-11,RAMPART,Single Streetlight Issue,154
2024-11,SOUTHEAST,Bulky Items,1722
2024-11,SOUTHEAST,Dead Animal Removal,145
2024-11,SOUTHEAST,Electronic Waste,85
2024-11,SOUTHEAST,Graffiti Removal,858
2024-11,SOUTHEAST,Homeless Encampment,157
2024-11,SOUTHEAST,Illegal Dumping Pickup,582
2024-11,SOUTHEAST,Metal/Household Appliances,221
2024-11,SOUTHEAST,Multiple Streetlight Issue,109
2024-11,SOUTHEAST,Single Streetlight Issue,69
2024-11,SOUTHWEST,Bulky Items,2492
2024-11,SOUTHWEST,Dead Animal Removal,130
2024-11,SOUTHWEST,Electronic Waste,141
2024-11,SOUTHWEST,Graffiti Removal,730
2024-11,SOUTHWEST,Homeless Encampment,140
